design_id,K,n,t_up,t_down,alpha,delay_kd,dynamic_range,t10_90,t50,overshoot
D0085,0.24571209730417184,1.0541766583970154,10.58919515343528,0.9045647084845381,0.051784593519445705,2.258603329510114,0.7813419150527271,42.364817933395656,20.960526650210067,0.7661854971677344
D0086,0.37942399002681193,2.56950136430852,12.001358343408357,1.088139276918743,0.0394406673737812,1.669158901895429,0.8316854527397209,45.52473165514283,27.510726733574312,0.8012475934765446
D0087,0.20974914686404408,1.5298154156290178,11.038648585079276,0.7732781690022315,0.03482528124534557,3.410432217652952,0.8185575425723829,47.79925442404219,26.474740923153213,0.7899916832634504
D0088,0.45402311174903465,2.1669543325677583,10.673834602925504,0.23573382811626625,0.04707335669416248,0.9931462305551177,0.7887086446559108,43.98936382008795,25.32507213277055,0.7651933789661168
D0089,0.5767640329591368,2.2806085293738003,11.67977069392451,0.308783963618813,0.036550273979826776,4.2998073426399746,0.6671441276318082,46.862371751154804,34.24555879173588,0.6344126494498777
D0090,0.09147658746390502,1.693079671013833,11.103537772000363,1.0006144142125353,0.03525925943317459,1.0263519932707459,0.8954895024338172,47.157611240006254,21.129397731676907,0.8691504918723121
D0091,0.43302508096066616,1.4119017784008334,6.4857335940215615,0.2183157308779094,0.03986483345891188,4.2046031928374505,0.7080868695244706,45.58688585679725,25.81007250865578,0.6880941828255506
D0092,0.3998814052277243,0.8882496278750104,4.388362415784896,1.0359157367049083,0.04583525622529793,1.4981169012275901,0.6629501655295778,42.45774049359741,18.92484858057948,0.6504371574353045
D0093,0.42660287844095846,3.005363229500433,11.52464862117389,0.798000238236695,0.03528599304214727,4.360171210421722,0.8093897495738209,46.172867003768516,32.17560422688506,0.7744533037106736
D0094,0.4603778674100929,3.082017050084356,8.184857094501254,1.0136988199898516,0.04950545700058275,2.1545953613698403,0.8714189982432777,41.381208676869775,24.305840081193885,0.8512827876019761
D0095,0.13213428506358443,2.5197059335667467,5.636731732451009,0.5025655355075247,0.037135304152328553,2.413232458796611,0.9208883074193824,45.956776760197975,20.83428669826442,0.8973484188732355
D0096,0.2582966988296129,2.740560222928295,9.45215110251251,0.3327901975268283,0.04628913049219082,3.951739584702737,0.9287971876786874,41.97542731946696,23.540819971034615,0.9090491842646283
D0097,0.32134350171851755,0.9019068779494154,11.221382111334922,0.870756321698156,0.03362057432015944,1.9241095768819985,0.6455052542618829,49.21739074944562,26.10374847449608,0.6204701230180731
D0098,0.5165067969668683,2.5564383419595282,5.048913470768425,0.4992814208333505,0.03320102402595553,4.542099102529464,0.7479419171346111,47.14253152982729,28.47846383746281,0.720814967916109
D0099,0.5310253011945497,1.4919634338207262,7.653026514950863,0.8927929425030283,0.04366049993638988,1.1733113077773976,0.671904766267583,44.760420748868654,23.603636802702482,0.6533276833245969
D0100,0.5300996004936686,2.7802996385355954,3.871439397298316,1.0033538450954995,0.04249620761871195,3.2315572636419416,0.8038159274729508,43.23270339564185,23.258422221427917,0.7848581692593071
D0101,0.46491387488331437,3.2575334815540167,8.41400600661703,0.4118187616225233,0.0409568026925139,4.461389441631008,0.8483153550846915,44.18551263988725,28.943862743779892,0.8212818231163204
D0102,0.43499302780581917,2.313566923891825,8.904584532565618,0.6432759031903335,0.05230682035912869,4.785657073339423,0.8346796231625397,41.380577636064075,26.328565640398242,0.8166072511195448
D0103,0.2509554496319224,0.8185634115630281,5.2093492308849765,0.4131935171929142,0.04110835185423643,3.627583703590008,0.7110822594741519,44.78962523875288,22.122683293472843,0.6946745996384189
D0104,0.4568106427640859,2.1248946287770876,12.466877604284692,0.26978520368011416,0.04111113499063673,4.1888946387478825,0.7522782313809393,46.04357103739922,31.287363441150475,0.7225548733554203
D0105,0.4655791305197009,2.306987382078775,10.263077133667249,0.1732168724946056,0.047515178178637076,2.9361976631295605,0.7972462800109661,43.613683999300534,27.181331599430788,0.7740362433338001
D0106,0.5722846260900468,1.2932373708899405,7.463008421028054,1.115921479354392,0.038991696647731694,3.6568401320660593,0.614951921948851,46.45173330318974,26.914008659574595,0.5953130779212463
D0107,0.6172290196182865,2.2979162415214214,8.555603821951774,0.6720945166587943,0.037685139801189364,2.931822160809804,0.6675572180782049,46.23436141768001,30.216065622818338,0.6405175740354929
D0108,0.4892939426910181,2.179311481218172,6.752183057086773,0.5524126437433668,0.034231317296925176,0.7666611376149015,0.7320299732112281,47.100301271469995,25.61131193272313,0.7046239575040003
D0109,0.6238948301178651,1.8489518667529399,10.555998277280406,0.8170168919711805,0.038114514748211814,2.0490566203774785,0.6192117918246121,47.049081796426655,30.16495901890871,0.5922002751076924
D0110,0.4456459457879136,2.1742010074886693,9.891995205243862,0.7289164327355461,0.04237133105476336,3.434231022087656,0.782726219533053,45.06432004502458,28.118209678531873,0.7571643913015376
D0111,0.3207621591624109,0.9742829733090329,8.703101479394903,1.0912229121783485,0.04821160241414463,1.8841237337093037,0.7168179039885683,43.28461638621418,21.067730000339672,0.7017178534494164
D0112,0.35574147881388973,1.0879060958184912,10.096245816821682,0.5345288799585702,0.04485828617756993,4.881272975525439,0.7067209808460524,45.16376110233331,26.172389984993906,0.6880447128897946
D0113,0.4206563237631955,3.015532455190397,3.721679434201021,0.47619084380018717,0.044742410278839226,1.5529068793877758,0.8872928588634711,42.104034249606144,19.830796021777363,0.8693889321940862
D0114,0.3816391678636779,1.7490065991242552,8.132754208921394,0.24904113819881907,0.047664757476928506,1.84455703442454,0.8010487809615001,42.89887302294844,22.59362376485535,0.7827983841514168
D0115,0.24396937962576185,1.2532784531687606,6.05718156759682,0.30946076880396234,0.0535657279158268,4.190219604305403,0.8309247883691747,39.358998365047405,20.47326687925295,0.8191428398738929
D0116,0.5111698330315544,1.041980130895622,6.078345072573849,1.0630081189311757,0.05147312110203735,1.5049860203378798,0.6449733110799035,41.067945328514185,19.58891632065449,0.6339160337950591
D0117,0.4101771816993395,2.6596390070236335,7.625603561484807,0.48881905098568795,0.03773933831271982,3.770796553527743,0.8313561816815542,45.606692307873615,27.40331971493318,0.804188600326092
D0118,0.24046192737317557,2.796572083179487,3.9039921846263432,0.6877894621721403,0.05123658658273216,1.2858377301821167,0.9542683185202414,38.957118845969134,16.43468101948775,0.941089512756785
D0119,0.03678255164898859,2.812968893175656,5.484849931085116,0.716762165716427,0.03240475034923195,2.8522012542735755,0.9017246259379358,48.60399725628712,21.731501058336864,0.8747885007798859
D0120,0.2966590503541686,0.854622791361245,6.4591588357167975,0.6093555946583293,0.0433493963150533,2.1082745886214713,0.6982460628852595,44.25534706332972,20.924276177353057,0.6826217813658684
D0121,0.4500346389262715,2.873726126744584,4.69365086539608,1.0570562345259245,0.03994104363144619,3.3194970062340263,0.8448553283524602,44.37763674150021,24.17523597928797,0.8225002797753347
D0122,0.6168992595797469,2.7040776798336656,7.727623256262885,0.9037479323595397,0.03928352917714718,0.8705706181520059,0.7093192196319077,45.272371622889416,27.380304983535968,0.6829673179154407
D0123,0.461886699776234,1.8815232421763104,11.756863326213788,0.19551541600646527,0.047690809001898316,2.6576631495635388,0.7512081059412588,44.614111255001326,27.395337785092085,0.7277146917647792
D0124,0.0572006383892537,1.9207033581276383,11.358413629982355,1.0311301076067143,0.045925008375307205,3.7674757344068737,0.9560218179740055,41.78903424953279,19.672336607229756,0.9394209011081373
D0125,0.5953951714011853,3.3946772875777587,8.561293659323223,0.1987231419249531,0.04632510326004591,0.9538187179440754,0.791682256337481,42.879686753214884,27.021901110452024,0.7664953526145077
D0126,0.07622657965211968,2.1943582334723475,9.463914883671835,0.25888527030738584,0.04614804828642764,3.898562577424046,0.957348302591959,41.56979607556154,19.77441642459216,0.9409293890881996
D0127,0.6195810202737686,2.045358033433132,12.856691701994235,0.3669411183420038,0.04450999888386958,1.750157442640532,0.6456940766837891,46.005082354472464,30.796277166893795,0.617548135472203
