plasmid,exp,rep,time,mean_BFP,var_BFP,cv2_BFP,mean_mCherry,var_mCherry,cv2_mCherry,n_cells
SP430ABA,KD,R3,50.0,2152.292236328125,4087028.5,0.8822774675648138,247.23316955566406,62829.46875,1.0278977475691198,2194
SP430ABA,KD,R3,100.0,1502.8787841796875,1163973.5,0.5153415811494154,293.12371826171875,103917.0859375,1.2094419761556985,3590
SP430ABA,KD,R3,150.0,1522.837890625,1415049.0,0.6101886572946759,279.67431640625,166522.40625,2.1289600274123512,4096
SP430ABA,Rev,R1,0.0,1956.1226806640625,2346990.25,0.6133651661744898,320.6925354003906,119656.1015625,1.1634752438045783,8106
SP430ABA,Rev,R1,1.0,827.611572265625,536716.9375,0.7835959658713061,249.5623016357422,96843.890625,1.5549422491017313,9398
SP430ABA,Rev,R1,3.0,679.5036010742188,332502.90625,0.7201316858359752,219.7988739013672,80246.5625,1.661022485466761,2936
SP430ABA,Rev,R1,6.0,530.4337158203125,283043.6875,1.005984365434458,214.5758056640625,79630.46875,1.729488858340174,2123
SP430ABA,Rev,R1,25.0,347.43585205078125,51128.51171875,0.42355897463975134,538.4666748046875,220576.84375,0.7607505189750569,5156
SP430ABA,Rev,R1,50.0,131.87266540527344,15528.05859375,0.8929098065556187,1136.18359375,362163.03125,0.2805479429869957,5962
SP430ABA,Rev,R1,100.0,148.41873168945312,9126.751953125,0.4143227832334935,1278.731201171875,243258.546875,0.14876802032883527,5579
SP430ABA,Rev,R1,150.0,208.73658752441406,14211.90625,0.3261783830517845,1022.9047241210938,304757.15625,0.2912618098172757,5554
SP430ABA,Rev,R2,0.0,1954.4876708984375,2285219.5,0.5982215460232035,305.03033447265625,118926.8046875,1.2781849174031634,8443
SP430ABA,Rev,R3,50.0,126.68238067626953,14211.353515625,0.8855294527345683,1120.1837158203125,356455.40625,0.2840708664243757,6100
SP430ABA,Rev,R3,100.0,150.3319854736328,10415.7939453125,0.46088183675816846,1250.215576171875,279266.34375,0.17866882789877037,5535
SP430ABA,Rev,R3,150.0,210.0959014892578,11716.84765625,0.2654456559808655,1031.5953369140625,234849.5,0.22068402645601817,4942
