plasmid,halftime,se
SP430A,5.923611738126238,1.262570725792587
SP430,4.906825886963148,1.1098273496682
SP428,7.040855495997267,0.9252882038598836
SP427,10.54433137584005,1.919342379006659
SP411,9.999693843465035,2.055590205829028
